N_ait [m^-3],R_ait [m],GSD_ait [unitless],N_acc [m^-3],R_acc [m],GSD_acc [unitless],N_coa [m^-3],R_coa [m],GSD_coa [unitless],N_mcb [m^-3],R_mcb [m],GSD_mcb [unitless],temperature [K],pressure [Pa],updraft [m s^-1],ait_maf [unitless],acc_maf [unitless],coa_maf [unitless],mcb_maf [unitless],Nact [m^-3],Smax [%%],runtime_seconds [s]
1801600000.0,0.02017,1.59,1124900000.0,0.080178,1.4,450780.0,0.74403,2.0,545660000.0,0.040917,1.6666,256.85,86876.0,1.0251,0.17519,0.89231,0.91523,1.0,1542500000.0,0.28966,0.46614
147110000.0,0.044024,1.59,1323200000.0,0.12024,1.4,5545000.0,0.91724,2.0,659910000.0,0.010601,1.7714,273.99,97962.0,1.0275,0.91464,0.49647,0.99699,1.0,1387500000.0,0.17287,0.41991
394910000.0,0.045154,1.59,1473900000.0,0.12161,1.4,4733300.0,0.70944,2.0,1417500000.0,0.11763,1.8583,246.73,58930.0,0.1066,0.91571,0.85899,0.92861,1.0,388520000.0,0.021275,362.67
465520000.0,0.037074,1.59,567890000.0,0.078871,1.4,5631900.0,0.75809,2.0,1565700000.0,0.058859,1.7746,268.68,57283.0,0.18163,0.43421,0.75151,0.9545,1.0,432970000.0,0.049256,3.6703
1236000000.0,0.025725,1.59,333940000.0,0.11683,1.4,1436900.0,0.3552,2.0,458630000.0,0.068832,1.6835,292.08,62000.0,0.39907,0.36754,0.67449,0.98698,1.0,572910000.0,0.080465,0.59906
1235000000.0,0.032016,1.59,1149100000.0,0.058979,1.4,5476100.0,0.61349,2.0,305220000.0,0.090538,1.468,246.83,86419.0,0.04649,0.085568,0.5656,0.99818,1.0,193050000.0,0.060347,12.196
2047400000.0,0.024812,1.59,700730000.0,0.059911,1.4,113160.0,0.90808,2.0,457730000.0,0.093895,1.6204,275.45,89354.0,0.32478,0.80704,0.22707,0.95479,1.0,528440000.0,0.11591,0.70602
1229400000.0,0.040315,1.59,1340800000.0,0.12039,1.4,1811100.0,0.89844,2.0,188640000.0,0.13319,1.4841,254.88,56948.0,0.65168,0.73628,0.57612,0.97959,1.0,1406400000.0,0.095022,1.115
788650000.0,0.015381,1.59,101220000.0,0.11051,1.4,5688200.0,0.28196,2.0,678660000.0,0.035234,1.801,280.41,58493.0,1.0784,0.038571,0.36662,0.91336,1.0,554100000.0,0.27427,0.39677
807260000.0,0.022197,1.59,1508000000.0,0.087556,1.4,411220.0,0.32499,2.0,992080000.0,0.11379,1.2483,275.43,60262.0,0.45023,0.1557,0.70523,0.95095,1.0,1343400000.0,0.055349,1.6423
1772500000.0,0.036938,1.59,1276300000.0,0.057798,1.4,1663800.0,0.401,2.0,568440000.0,0.049734,1.5326,275.29,74531.0,0.29879,0.56988,0.090636,0.96676,1.0,747040000.0,0.15556,0.61732
612700000.0,0.016266,1.59,329610000.0,0.071306,1.4,1340500.0,0.91351,2.0,744420000.0,0.082534,1.3213,295.64,101520.0,0.15379,0.54402,0.29722,0.93679,1.0,576540000.0,0.064402,1.0007
263120000.0,0.015207,1.59,978450000.0,0.063038,1.4,174660.0,0.78397,2.0,1010600000.0,0.052986,1.2931,281.24,72043.0,0.35311,0.64663,0.2813,0.93388,1.0,1107300000.0,0.14128,0.53242
2059800000.0,0.021934,1.59,648200000.0,0.064818,1.4,42293.0,0.4848,2.0,538400000.0,0.024856,1.5699,273.08,68207.0,1.1284,0.84406,0.2733,0.99675,1.0,1322600000.0,0.33382,0.37981
335870000.0,0.030665,1.59,450460000.0,0.1149,1.4,3577900.0,0.55172,2.0,532220000.0,0.087263,1.6525,256.49,86831.0,0.73108,0.69555,0.9429,0.95809,1.0,995970000.0,0.18269,0.5575
1803300000.0,0.02859,1.59,32484000.0,0.12025,1.4,3733200.0,0.65475,2.0,803250000.0,0.031556,1.2368,258.73,54643.0,0.012885,0.35596,0.14219,0.9443,1.0,3872800.0,0.030628,37.524
1635300000.0,0.027179,1.59,506100000.0,0.089698,1.4,3007600.0,0.27827,2.0,1976300000.0,0.05273,1.3258,283.38,82311.0,1.0285,0.24501,0.81456,0.92729,1.0,2224400000.0,0.16204,0.68853
187130000.0,0.013646,1.59,822180000.0,0.11505,1.4,3003100.0,0.50444,2.0,817140000.0,0.049504,1.531,277.77,70893.0,0.34139,0.040963,0.8595,0.97681,1.0,859650000.0,0.070968,0.90536
48350000.0,0.028108,1.59,251500000.0,0.071948,1.4,818140.0,0.94057,2.0,1873300000.0,0.0085277,1.9208,273.11,59142.0,0.66506,0.031276,0.61789,0.94192,1.0,324490000.0,0.30355,0.8219
1799500000.0,0.016755,1.59,799940000.0,0.071591,1.4,1983800.0,0.87872,2.0,1373500000.0,0.14096,1.6259,246.29,52397.0,0.96883,0.32595,0.45109,0.98174,1.0,1266600000.0,0.071677,5.5005
243440000.0,0.014066,1.59,81075000.0,0.12215,1.4,3565400.0,0.56945,2.0,1969900000.0,0.11856,1.5575,284.86,66287.0,0.20902,0.88832,0.72854,0.9832,1.0,610640000.0,0.021712,19.255
50547000.0,0.044326,1.59,654600000.0,0.073771,1.4,4191800.0,0.38198,2.0,1853000000.0,0.11927,1.3988,247.12,71835.0,0.19472,0.55156,0.93373,0.94022,1.0,1056900000.0,0.040664,39.951
2009200000.0,0.030329,1.59,723310000.0,0.078992,1.4,4490000.0,0.20216,2.0,873870000.0,0.099838,1.6495,280.73,76478.0,0.96366,0.055763,0.25492,0.91805,1.0,1122300000.0,0.12257,0.46268
1662100000.0,0.042067,1.59,142260000.0,0.11176,1.4,248800.0,0.43258,2.0,1439200000.0,0.099957,1.6477,249.79,55651.0,0.40689,0.64055,0.10192,0.99692,1.0,931040000.0,0.06088,5.817
103620000.0,0.034888,1.59,205480000.0,0.08586,1.4,1520600.0,0.48734,2.0,383920000.0,0.065577,1.5547,279.3,52950.0,0.56678,0.38717,0.6927,0.99035,1.0,532450000.0,0.15555,0.47831
1198100000.0,0.037504,1.59,160240000.0,0.10839,1.4,4853700.0,0.71219,2.0,970150000.0,0.12295,1.5209,257.16,75463.0,0.20936,0.53738,0.57564,0.95853,1.0,660640000.0,0.042376,11.602
805360000.0,0.015904,1.59,29140000.0,0.11606,1.4,2648500.0,0.68611,2.0,408450000.0,0.098591,1.8526,245.46,77543.0,0.75107,0.47941,0.58839,0.97092,1.0,447870000.0,0.32936,0.69417
1457000000.0,0.036329,1.59,1312200000.0,0.1155,1.4,4959700.0,0.23795,2.0,1289100000.0,0.015046,1.2051,286.36,89295.0,0.13442,0.76151,0.3557,0.93404,1.0,613090000.0,0.059236,1.4108
446140000.0,0.013388,1.59,213020000.0,0.069593,1.4,3791700.0,0.5,2.0,40125000.0,0.13092,1.7358,283.98,66435.0,0.18964,0.91896,0.63575,0.96618,1.0,173280000.0,0.12103,0.86049
1554500000.0,0.023224,1.59,496500000.0,0.11582,1.4,4005800.0,0.91579,2.0,1264500000.0,0.14807,1.4617,246.52,77178.0,0.40645,0.44433,0.5859,0.93335,1.0,1228000000.0,0.051224,22.776
1305500000.0,0.034537,1.59,123620000.0,0.11449,1.4,4819500.0,0.32245,2.0,1510400000.0,0.082632,1.9312,270.8,93931.0,0.59211,0.73817,0.4815,0.94499,1.0,1117200000.0,0.082029,1.0981
1615400000.0,0.013074,1.59,62834000.0,0.060112,1.4,3017800.0,0.46176,2.0,447900000.0,0.031938,1.3761,291.31,97812.0,0.67234,0.34283,0.74881,0.99596,1.0,411110000.0,0.29006,0.48218
118720000.0,0.021401,1.59,1448000000.0,0.061958,1.4,2101800.0,0.19777,2.0,1760000000.0,0.054435,1.4059,255.87,94308.0,0.82781,0.45061,0.28485,0.91655,1.0,2603500000.0,0.25775,0.46395
1725700000.0,0.013843,1.59,73923000.0,0.11123,1.4,1034400.0,0.67727,2.0,716280000.0,0.12522,1.4155,246.98,90053.0,1.0335,0.49022,0.89331,0.95626,1.0,799050000.0,0.27741,0.57288
1176700000.0,0.016389,1.59,547960000.0,0.11139,1.4,4809200.0,0.26162,2.0,1405500000.0,0.12906,1.8488,256.69,83585.0,1.0497,0.69792,0.94695,0.94057,1.0,1655400000.0,0.082666,1.7155
1814400000.0,0.031819,1.59,541480000.0,0.11859,1.4,2507800.0,0.84747,2.0,779740000.0,0.11044,1.6608,248.63,101860.0,0.050391,0.12591,0.94259,0.92957,1.0,325830000.0,0.02884,137.49
94368000.0,0.01505,1.59,787980000.0,0.066562,1.4,3456700.0,0.18057,2.0,1455500000.0,0.08836,1.7636,261.24,51469.0,0.90614,0.0073892,0.61258,0.99646,1.0,1258100000.0,0.090666,0.90966
1798000000.0,0.017809,1.59,497030000.0,0.07051,1.4,3757000.0,0.72224,2.0,726950000.0,0.026109,1.238,289.97,80731.0,0.80948,0.1727,0.52361,0.95117,1.0,688300000.0,0.23761,0.60916
1739600000.0,0.045519,1.59,631460000.0,0.1015,1.4,3869900.0,0.46131,2.0,1636100000.0,0.076676,1.2886,289.04,63104.0,0.61216,0.8565,0.28638,0.98559,1.0,1773200000.0,0.076443,0.61296
1040500000.0,0.04447,1.59,3323300.0,0.10659,1.4,1270600.0,0.94922,2.0,1938100000.0,0.079896,1.5037,267.89,70786.0,0.15247,0.63047,0.31835,0.99681,1.0,641750000.0,0.045237,5.4489
99544000.0,0.012082,1.59,1409700000.0,0.12169,1.4,4885100.0,0.84016,2.0,686840000.0,0.01865,1.9328,274.94,78297.0,0.19714,0.42198,0.25202,0.94702,1.0,720210000.0,0.07338,1.153
647880000.0,0.016592,1.59,1436400000.0,0.092173,1.4,597520.0,0.37607,2.0,1895400000.0,0.017099,1.951,261.19,62030.0,0.23769,0.069797,0.15344,0.91948,1.0,904360000.0,0.15745,0.75512
99115000.0,0.032565,1.59,982000000.0,0.10128,1.4,5531000.0,0.73874,2.0,280050000.0,0.12824,1.9471,273.81,88198.0,0.39269,0.91743,0.81157,0.91495,1.0,874320000.0,0.06882,1.1491
1841400000.0,0.036212,1.59,1262500000.0,0.097461,1.4,2989000.0,0.45787,2.0,1610800000.0,0.10423,1.6329,247.81,56237.0,0.18554,0.46608,0.71397,0.93788,1.0,676500000.0,0.035741,55.067
760270000.0,0.048105,1.59,893020000.0,0.098184,1.4,5774600.0,0.43497,2.0,1459500000.0,0.12932,1.7061,257.83,59689.0,0.20088,0.73964,0.6387,0.91947,1.0,542770000.0,0.024452,89.134
1073600000.0,0.038034,1.59,245380000.0,0.11993,1.4,4614100.0,0.43562,2.0,170930000.0,0.0075602,1.3214,267.57,80476.0,0.45922,0.72672,0.15232,0.98915,1.0,717630000.0,0.24238,1.0665
362170000.0,0.044784,1.59,51783000.0,0.058438,1.4,720980.0,0.3482,2.0,1365800000.0,0.055264,1.6778,279.33,57742.0,0.18256,0.29589,0.26179,0.99741,1.0,431490000.0,0.066562,1.1358
1106800000.0,0.041986,1.59,1201400000.0,0.10508,1.4,5849400.0,0.47632,2.0,550610000.0,0.099593,1.395,288.95,71314.0,0.3919,0.80286,0.6083,0.93498,1.0,1069700000.0,0.056094,1.8788
165470000.0,0.033981,1.59,598130000.0,0.059788,1.4,4805100.0,0.25378,2.0,743820000.0,0.021724,1.5289,268.59,88278.0,0.46496,0.15122,0.50229,0.92916,1.0,730690000.0,0.27764,1.0273
1363300000.0,0.046503,1.59,220170000.0,0.083393,1.4,3693700.0,0.6627,2.0,1619000000.0,0.11717,1.2425,291.28,61699.0,0.70006,0.61341,0.36179,0.97286,1.0,1549200000.0,0.047773,1.6845
910500000.0,0.0452,1.59,310040000.0,0.06342,1.4,4767800.0,0.29029,2.0,551900000.0,0.10696,1.3684,245.13,84198.0,0.97496,0.22868,0.38621,0.96304,1.0,1218600000.0,0.35529,1.0186
787780000.0,0.019047,1.59,332730000.0,0.12083,1.4,387790.0,0.49846,2.0,214290000.0,0.041872,1.9362,276.09,68474.0,0.29568,0.7808,0.45851,0.99704,1.0,414260000.0,0.12713,0.70593
443650000.0,0.04818,1.59,285350000.0,0.11421,1.4,3649600.0,0.48194,2.0,653460000.0,0.016397,1.3961,277.19,54279.0,0.062709,0.75705,0.99241,0.91572,1.0,153530000.0,0.041987,4.8138
38816000.0,0.018909,1.59,512390000.0,0.058591,1.4,5766300.0,0.60946,2.0,96558000.0,0.040239,1.3065,257.11,94625.0,0.13453,0.89851,0.69314,0.95212,1.0,394440000.0,0.18542,1.3538
651650000.0,0.01843,1.59,189520000.0,0.07648,1.4,1158600.0,0.39246,2.0,1491800000.0,0.13796,1.5805,280.87,80383.0,0.81321,0.92669,0.53157,0.91306,1.0,1270200000.0,0.049347,2.68
593020000.0,0.025355,1.59,1186700000.0,0.061527,1.4,4639600.0,0.22495,2.0,268760000.0,0.059521,1.4063,284.6,79622.0,0.081808,0.38153,0.49638,0.97151,1.0,326150000.0,0.084917,2.4892
998800000.0,0.031923,1.59,173610000.0,0.11236,1.4,4840100.0,0.24845,2.0,1417300000.0,0.027873,1.8612,257.94,94665.0,0.68068,0.17209,0.39779,0.98673,1.0,1083300000.0,0.3394,0.98271
643400000.0,0.029613,1.59,530260000.0,0.058429,1.4,3042900.0,0.25091,2.0,1522300000.0,0.14184,1.5662,263.13,86705.0,1.1506,0.81274,0.48567,0.92094,1.0,1523600000.0,0.087599,1.6335
598460000.0,0.012789,1.59,1111500000.0,0.078962,1.4,2934800.0,0.54698,2.0,220080000.0,0.09997,1.8814,265.54,93326.0,0.85966,0.75413,0.27667,0.96182,1.0,1201500000.0,0.25917,0.83092
251420000.0,0.019162,1.59,344320000.0,0.10851,1.4,5694700.0,0.41462,2.0,1096200000.0,0.011202,1.8051,260.92,83219.0,0.46775,0.66845,0.69257,0.92308,1.0,404310000.0,0.25058,0.9877
629730000.0,0.041698,1.59,1268900000.0,0.11557,1.4,2273700.0,0.23347,2.0,476430000.0,0.076948,1.8251,294.29,53842.0,0.18393,0.13492,0.38906,0.96399,1.0,407330000.0,0.037727,3.3055
1778200000.0,0.027073,1.59,1189000000.0,0.11876,1.4,2625100.0,0.81586,2.0,771140000.0,0.041479,1.8637,294.78,83524.0,0.62228,0.89163,0.16976,0.93198,1.0,1324200000.0,0.11696,0.50773
1369300000.0,0.034792,1.59,6446100.0,0.10314,1.4,4893100.0,0.68361,2.0,1133800000.0,0.033152,1.4939,294.81,65891.0,0.90171,0.89345,0.18595,0.96704,1.0,1101500000.0,0.19422,0.68782
1219300000.0,0.013994,1.59,298320000.0,0.078734,1.4,2135400.0,0.7666,2.0,575250000.0,0.032046,1.3952,249.03,65055.0,1.0185,0.84012,0.49479,0.99402,1.0,948090000.0,0.51533,0.89525
709850000.0,0.046572,1.59,79126000.0,0.069911,1.4,5218500.0,0.26889,2.0,1133400000.0,0.14831,1.9889,254.47,69056.0,0.3277,0.04627,0.88736,0.96515,1.0,487790000.0,0.040272,347.17
1792400000.0,0.040902,1.59,896400000.0,0.12343,1.4,3156900.0,0.83441,2.0,1259300000.0,0.12957,1.2616,253.08,70826.0,0.95946,0.48711,0.45304,0.96507,1.0,2031400000.0,0.092921,1.8574
534280000.0,0.037324,1.59,1082800000.0,0.12356,1.4,2803500.0,0.34501,2.0,1400000000.0,0.11772,1.4441,267.1,75239.0,0.33444,0.10336,0.090318,0.99661,1.0,1035600000.0,0.046437,5.453
1893900000.0,0.023422,1.59,968450000.0,0.10315,1.4,3780500.0,0.88558,2.0,457590000.0,0.041848,1.632,258.65,76492.0,1.067,0.20445,0.62709,0.93035,1.0,1323800000.0,0.24773,0.77225
509360000.0,0.023757,1.59,862620000.0,0.075167,1.4,5762800.0,0.5644,2.0,670200000.0,0.11964,1.2526,262.79,57954.0,0.3596,0.11363,0.3746,0.97477,1.0,741360000.0,0.068493,2.4471
97266000.0,0.020515,1.59,1361000000.0,0.06238,1.4,1722100.0,0.61045,2.0,1123300000.0,0.059202,1.2875,278.81,86986.0,0.22811,0.37819,0.48842,0.92367,1.0,1145400000.0,0.10602,1.1776
1878300000.0,0.04021,1.59,1322800000.0,0.09005,1.4,529350.0,0.60801,2.0,77812000.0,0.081956,1.3226,288.9,56699.0,0.73136,0.65119,0.62975,0.95066,1.0,1361100000.0,0.10468,0.79727
1415700000.0,0.02537,1.59,1438900000.0,0.10331,1.4,4402600.0,0.73348,2.0,1213700000.0,0.062552,1.2286,272.63,76343.0,0.44018,0.007147,0.39964,0.9304,1.0,1811500000.0,0.097255,0.9795
1839600000.0,0.012435,1.59,279600000.0,0.057012,1.4,4488200.0,0.8545,2.0,1153000000.0,0.10247,1.7323,291.78,83426.0,1.1726,0.10401,0.43474,0.97695,1.0,1071800000.0,0.098355,0.78716
906460000.0,0.044865,1.59,1178700000.0,0.074657,1.4,5552600.0,0.82527,2.0,864270000.0,0.055387,1.7998,257.78,70647.0,0.9636,0.09181,0.76004,0.98986,1.0,1785900000.0,0.20069,0.72877
72663000.0,0.030547,1.59,767060000.0,0.10697,1.4,4478400.0,0.65662,2.0,68780000.0,0.098235,1.6805,258.74,54668.0,0.070982,0.90307,0.18261,0.92079,1.0,153860000.0,0.065524,5.4735
1328900000.0,0.031381,1.59,1426200000.0,0.119,1.4,3879500.0,0.30234,2.0,1174100000.0,0.014557,1.9238,284.19,51501.0,0.63946,0.11404,0.1154,0.98307,1.0,1088700000.0,0.14126,0.66266
1112000000.0,0.029796,1.59,778390000.0,0.076104,1.4,1807000.0,0.48823,2.0,758620000.0,0.0062017,1.6465,297.33,76357.0,1.1337,0.73979,0.98566,0.92458,1.0,995920000.0,0.18697,0.65984
1254900000.0,0.017768,1.59,236700000.0,0.077826,1.4,271180.0,0.68768,2.0,404940000.0,0.045353,1.2327,258.94,65091.0,0.90137,0.017558,0.9744,0.93623,1.0,640470000.0,0.37715,0.83517
258620000.0,0.019929,1.59,220840000.0,0.069171,1.4,5256900.0,0.37037,2.0,1675700000.0,0.087316,1.3381,273.2,88824.0,0.38295,0.61288,0.96234,0.92327,1.0,1448000000.0,0.075466,1.4254
1539800000.0,0.030294,1.59,618280000.0,0.068144,1.4,3263900.0,0.44488,2.0,1620800000.0,0.09589,1.5448,259.38,64610.0,0.9251,0.62832,0.77063,0.93509,1.0,1718400000.0,0.10255,1.177
811140000.0,0.040772,1.59,781230000.0,0.11369,1.4,5994600.0,0.36899,2.0,1221600000.0,0.048361,1.6776,244.22,100550.0,0.080495,0.42663,0.30665,0.95828,1.0,615250000.0,0.080152,9.589
251800000.0,0.024018,1.59,1334700000.0,0.12118,1.4,3786200.0,0.46235,2.0,519450000.0,0.0090961,1.2386,256.15,90427.0,1.0188,0.78328,0.64505,0.99593,1.0,1354800000.0,0.21293,0.87783
253560000.0,0.041675,1.59,234760000.0,0.092601,1.4,673980.0,0.33201,2.0,674300000.0,0.099004,1.7099,252.96,54314.0,1.0206,0.42571,0.88718,0.9482,1.0,922170000.0,0.18244,0.88446
1712800000.0,0.024685,1.59,1228700000.0,0.11445,1.4,4319800.0,0.74881,2.0,581250000.0,0.028042,1.2928,272.16,83865.0,0.27209,0.29856,0.11451,0.93116,1.0,827160000.0,0.14414,1.2798
426900000.0,0.036398,1.59,742270000.0,0.077524,1.4,2769700.0,0.32573,2.0,1448700000.0,0.13555,1.2696,257.49,89763.0,0.96046,0.57052,0.27182,0.9486,1.0,1634600000.0,0.10551,1.3236
985880000.0,0.044895,1.59,1466800000.0,0.1048,1.4,1848100.0,0.59031,2.0,80989000.0,0.057929,1.6273,291.6,58210.0,0.56274,0.34543,0.84351,0.97927,1.0,1112100000.0,0.064707,1.2204
1973800000.0,0.022776,1.59,927770000.0,0.090494,1.4,1812400.0,0.20334,2.0,1517400000.0,0.021524,1.3609,284.27,85407.0,0.85062,0.13966,0.75407,0.91969,1.0,985440000.0,0.17967,0.7517
556510000.0,0.021878,1.59,1282000000.0,0.11999,1.4,4534900.0,0.61114,2.0,21398000.0,0.13961,1.2345,250.72,67710.0,1.1395,0.51285,0.85273,0.99425,1.0,1312200000.0,0.18846,0.89348
1465700000.0,0.023438,1.59,693280000.0,0.057426,1.4,312170.0,0.64928,2.0,132410000.0,0.045608,1.6798,267.39,102100.0,0.57609,0.77013,0.052991,0.97552,1.0,763540000.0,0.37979,0.99807
19821000.0,0.025778,1.59,925530000.0,0.10361,1.4,2871500.0,0.18034,2.0,914940000.0,0.023133,1.8854,250.9,101760.0,0.1495,0.24837,0.89877,0.97993,1.0,778280000.0,0.089199,3.1923
1048400000.0,0.023853,1.59,1404300000.0,0.10087,1.4,2458000.0,0.55869,2.0,1747100000.0,0.10767,1.4221,245.28,81087.0,1.1038,0.90572,0.51315,0.99469,1.0,2848300000.0,0.12773,1.8965
1839800000.0,0.037916,1.59,1088600000.0,0.11352,1.4,1578400.0,0.69207,2.0,521730000.0,0.096679,1.574,296.1,80668.0,0.25938,0.43191,0.42062,0.93821,1.0,721360000.0,0.047682,2.0364
397360000.0,0.0298,1.59,744930000.0,0.093925,1.4,1782800.0,0.26016,2.0,411840000.0,0.088919,1.3973,285.87,59058.0,0.52509,0.53232,0.85573,0.94954,1.0,941560000.0,0.083774,0.64839
732810000.0,0.031532,1.59,634620000.0,0.069154,1.4,1387000.0,0.75109,2.0,1910400000.0,0.056428,1.5424,295.3,66989.0,0.2887,0.2749,0.66872,0.98723,1.0,796900000.0,0.066556,1.5634
1489400000.0,0.011803,1.59,324400000.0,0.11467,1.4,313060.0,0.47185,2.0,336710000.0,0.1354,1.3836,294.63,70514.0,0.46055,0.40509,0.27306,0.92198,1.0,516110000.0,0.075567,1.1579
1430100000.0,0.03615,1.59,1080700000.0,0.11024,1.4,688450.0,0.64113,2.0,1409500000.0,0.083681,1.8661,289.2,70208.0,0.21624,0.78765,0.5869,0.9611,1.0,515760000.0,0.02884,9.0746
112840000.0,0.032244,1.59,603550000.0,0.072593,1.4,1215000.0,0.45633,2.0,694850000.0,0.081872,1.5069,267.37,66963.0,0.19121,0.16808,0.48473,0.92107,1.0,557710000.0,0.074362,1.612
2053800000.0,0.029437,1.59,1021400000.0,0.094423,1.4,1023900.0,0.37584,2.0,1532900000.0,0.050481,1.5855,294.25,67251.0,1.0685,0.3217,0.84437,0.95023,1.0,1760200000.0,0.10785,0.70515
1087400000.0,0.03967,1.59,695720000.0,0.12314,1.4,5889200.0,0.19995,2.0,1467400000.0,0.13549,1.6319,293.29,57309.0,1.0861,0.62909,0.17418,0.95833,1.0,1187100000.0,0.040204,2.5381
1337900000.0,0.036095,1.59,945360000.0,0.073896,1.4,2284800.0,0.28302,2.0,549550000.0,0.076583,1.3124,285.83,91862.0,0.7577,0.0046593,0.82356,0.92544,1.0,1365700000.0,0.14832,0.75256
194980000.0,0.029255,1.59,423090000.0,0.088002,1.4,4266800.0,0.36155,2.0,214580000.0,0.092408,1.3395,269.65,73734.0,0.67664,0.70498,0.29973,0.91589,1.0,649870000.0,0.23084,0.894
1331500000.0,0.028977,1.59,1444200000.0,0.10069,1.4,698320.0,0.68728,2.0,394930000.0,0.065083,1.8398,266.38,52674.0,0.30066,0.67102,0.53585,0.91735,1.0,876830000.0,0.070268,1.9028
1095700000.0,0.035848,1.59,1033000000.0,0.067412,1.4,463840.0,0.57076,2.0,486760000.0,0.036031,1.8677,294.56,82791.0,0.4091,0.44465,0.27947,0.94099,1.0,857720000.0,0.14868,0.65797
1520100000.0,0.033398,1.59,1256100000.0,0.10238,1.4,2668200.0,0.54828,2.0,526650000.0,0.019709,1.859,247.62,82839.0,0.1369,0.15183,0.7794,0.94046,1.0,773520000.0,0.075584,6.4306
1612300000.0,0.034822,1.59,30398000.0,0.081539,1.4,3805400.0,0.30402,2.0,653390000.0,0.12599,1.8503,279.9,95679.0,0.44877,0.53406,0.58335,0.9538,1.0,567040000.0,0.066507,1.1611
862490000.0,0.030069,1.59,737680000.0,0.12487,1.4,5371800.0,0.35679,2.0,1206400000.0,0.0096635,1.4371,268.75,99397.0,1.0278,0.49562,0.41159,0.96134,1.0,954060000.0,0.27863,0.79268
969030000.0,0.020874,1.59,366080000.0,0.092105,1.4,1686000.0,0.71865,2.0,1131800000.0,0.034949,1.7942,255.72,98577.0,0.88233,0.44755,0.49456,0.99827,1.0,1286900000.0,0.37116,0.85431
1492200000.0,0.030139,1.59,1349500000.0,0.12291,1.4,4644600.0,0.19904,2.0,112560000.0,0.13716,1.9735,249.76,57393.0,0.46596,0.21783,0.38577,0.92938,1.0,1150900000.0,0.10031,1.6536
1215900000.0,0.043015,1.59,732700000.0,0.082122,1.4,4877800.0,0.74528,2.0,1462100000.0,0.1049,1.9126,243.16,83089.0,0.49435,0.57801,0.63764,0.97682,1.0,1202900000.0,0.0738,11.544
1776700000.0,0.029439,1.59,1420500000.0,0.062287,1.4,5214900.0,0.17767,2.0,666210000.0,0.017329,1.4917,292.39,67356.0,0.62795,0.074215,0.48886,0.94859,1.0,1005700000.0,0.17055,0.7646
612770000.0,0.028424,1.59,380380000.0,0.077511,1.4,1528400.0,0.64167,2.0,251260000.0,0.019626,1.4386,284.13,82699.0,0.017438,0.39429,0.68858,0.94732,1.0,60831000.0,0.051337,5.9901
1108100000.0,0.013484,1.59,324020000.0,0.077908,1.4,2164100.0,0.24781,2.0,1987000000.0,0.04808,1.9625,279.41,67065.0,0.31272,0.22261,0.71111,0.92483,1.0,673570000.0,0.067957,0.99935
277230000.0,0.039687,1.59,1365300000.0,0.060182,1.4,2897300.0,0.69837,2.0,798860000.0,0.040314,1.3905,283.56,81808.0,0.83288,0.12074,0.83166,0.97851,1.0,1669000000.0,0.18596,0.70687
692210000.0,0.011568,1.59,601840000.0,0.086335,1.4,3293900.0,0.49903,2.0,132350000.0,0.054481,1.7371,270.74,68228.0,0.94501,0.71372,0.29048,0.94975,1.0,705620000.0,0.29084,0.5335
888060000.0,0.023943,1.59,128270000.0,0.073542,1.4,4172200.0,0.78916,2.0,1948400000.0,0.11571,1.4925,293.44,98795.0,0.31158,0.22611,0.1308,0.9501,1.0,1026100000.0,0.031217,6.2915
1054400000.0,0.046937,1.59,704490000.0,0.088333,1.4,6006600.0,0.32311,2.0,1844800000.0,0.14205,1.523,262.68,92606.0,0.20609,0.44053,0.43174,0.98988,1.0,923570000.0,0.026689,55.552
1660300000.0,0.030938,1.59,753240000.0,0.1014,1.4,431560.0,0.75524,2.0,1945800000.0,0.12231,1.7568,289.73,96700.0,0.31393,0.42042,0.95069,0.93269,1.0,853760000.0,0.023517,15.918
861250000.0,0.042814,1.59,344690000.0,0.073434,1.4,4433700.0,0.44274,2.0,259000000.0,0.12026,1.7225,267.81,62893.0,0.53735,0.062094,0.14644,0.9304,1.0,363790000.0,0.15791,0.67117
1296300000.0,0.012511,1.59,717030000.0,0.11758,1.4,409770.0,0.71359,2.0,1436200000.0,0.083372,1.8585,263.62,86570.0,0.79862,0.084961,0.95448,0.96019,1.0,1652000000.0,0.091464,1.2344
1659000000.0,0.036256,1.59,1064700000.0,0.084877,1.4,4093800.0,0.4178,2.0,115530000.0,0.054177,1.7966,246.52,95872.0,1.1023,0.92115,0.29974,0.94685,1.0,2352400000.0,0.43586,0.54265
1653500000.0,0.01329,1.59,362180000.0,0.11295,1.4,4776600.0,0.20811,2.0,1479700000.0,0.010542,1.8643,261.09,58667.0,0.59951,0.80518,0.48105,0.98145,1.0,444000000.0,0.25631,1.0551
600070000.0,0.038322,1.59,760280000.0,0.099855,1.4,1939400.0,0.61217,2.0,1755800000.0,0.0089322,1.21,289.9,91537.0,0.95928,0.56898,0.98713,0.96049,1.0,915840000.0,0.16953,0.73731
879310000.0,0.027086,1.59,859340000.0,0.056287,1.4,5555700.0,0.93134,2.0,915330000.0,0.0099084,1.4484,275.36,86850.0,0.42602,0.90291,0.6251,0.96856,1.0,765550000.0,0.20055,1.023
